label,study_and_condition
0, sirolimus stage iiia breast cancer diagnosis women child bearing potential defined sexually mature women who have not undergone hysterectomy who have not been naturally postmenopausal at least twelve consecutive months who has had menses any time preceding twelve consecutive months must have negative serum pregnancy test equal less fourteen days prior registration must use two forms highly effective contraception also applicable their partners who biologically able conceive
0, antibodies monoclonal international prognostic index ipi follicular lymphoma ipi flipi three more
1, romidepsin extranodal marginal zone cell lymphoma mucosa associated lymphoid tissue diagnosis men women childbearing potential who unwilling employ adequate contraception
0, mycophenolic acid recurrent childhood grade iii lymphomatoid granulomatosis diagnosis patient who refused be treated on conventional hct protocol this inclusion criterion transplants must be approved by both participating institution patient review committee such patient care conference pcc at fhcrc fhcrc principal investigators
0, antibodies monoclonal tongue carcinoma diagnosis including cetuximab panitumumab investigational egfr directed monoclonal antibodies will be allowed phase dose escalation patients who have received monoclonal antibody therapy must be off all monoclonal antibodies four weeks twenty eight days prior treatment no chemotherapy within twenty eight days trial medication
0, prednisone prostate cancer diagnosis serum testosterone levels less fifty ng dl documented non surgically castrated patients within twenty one days prior randomization
1, vorinostat recurrent squamous cell carcinoma nasopharynx diagnosis history allergic reactions attributed compounds similar chemical biologic composition agents used including hypersensitivity paclitaxel cremophor platins
0, progesterone stage iv breast cancer diagnosis patients must be post menopausal
0, bevacizumab stage iiib fallopian tube cancer diagnosis four weeks from an investigational agent not food drug administration fda approved five half lives whichever is shorter
1, carmustine stage iv grade three follicular lymphoma diagnosis patient has greater grade two peripheral neuropathy within fourteen days before enrollment
0, levoleucovorin colorectal cancer diagnosis candidate systemic therapy opinion primary oncologist
1, albumin bound paclitaxel non melanomatous skin cancer if adequately treated
1, maitake mushroom extract compound lung neoplasms diagnosis allergic text drug
1, prednisolone acetate myeloma diagnosis patients receiving any other investigational agent s
0, laboratory biomarker analysis stage iii squamous cell carcinoma larynx diagnosis no congenital long qt syndrome
1, immunoglobulins stage iva nasal cavity paranasal sinus squamous cell carcinoma diagnosis patients who have had chemotherapy radiotherapy within two weeks six weeks nitrosoureas mitomycin prior entering those who have not recovered from adverse events due agents administered more two weeks earlier
0, celecoxib recurrent bladder cancer diagnosis additional induction courses bcg allowed
1, immunoglobulins melanoma skin diagnosis underlying medical condition eg condition associated diarrhea that investigator opinion would make administration either drug both drugs hazardous patient obscure interpretation toxicity determination adverse events
0, doxorubicin breast cancer diagnosis marginal borderline etc
0, belinostat stage iii cutaneous cell non hodgkin lymphoma diagnosis toxicity
1, liposomal doxorubicin urethral cancer diagnosis female subject is pregnant breast feeding
0, liposomal doxorubicin ovarian cancer diagnosis life expectancy greater three months
0, immunoglobulin g adult anaplastic astrocytoma diagnosis platelet count greater equal one hundred zero mm three
1, mitogens stage iiib breast cancer diagnosis adverse events related trastuzumab murine proteins any excipients that resulted trastuzumab being permanently discontinued
1, lenalidomide multiple myeloma diagnosis poems syndrome
1, fludarabine phosphate recurrent refractory childhood hodgkin lymphoma diagnosis adult
0, recombinant albumin fusion protein sephb hsa patients hepatocellular carcinoma not need have histologic confirmation disease long they meet radiologic criteria diagnosis hcc evidence arterial phase enhancement corresponding venous delayed phase wash out
0, capecitabine stage iva hypopharyngeal squamous cell carcinoma diagnosis eligibility patients receiving any medications substances known affect potential affect activity vorinostat will be determined following review their case by principal investigator
0, holmium ho dotmp metastatic cancer diagnosis no more three prior systemic chemotherapy regimens
1, laboratory biomarker analysis stage iii squamous cell carcinoma larynx diagnosis evidence distant metastases below clavicle by clinical radiographic measures
0, etoposide aids related immunoblastic large cell lymphoma diagnosis kps greater equal fifty ecog ps zero one two
1, brivanib transitional cell carcinoma diagnosis other concurrent chemotherapy hormonal therapy immunotherapy regimens radiotherapy standard investigational
1, selenium stage iii squamous cell carcinoma hypopharynx diagnosis known be positive hepatitis human immunodeficiency virus hiv
1, bevacizumab splenic marginal zone lymphoma diagnosis patients clinically significant cardiovascular disease
0, prednisone metastatic androgen independent prostate cancer diagnosis one prior non taxane chemotherapy allowed
1, cytarabine prior chemotherapy radiotherapy lymphoma
0, vidarabine patients active twond malignancies other myelofibrosis aml excised skin cancer early stage cervical prostate cancer
0, estradiol metastatic breast cancer diagnosis international normalized ratio inr prothrombin time pt less doc uln unless patient is receiving anticoagulant therapy long pt ptt is within therapeutic range intended use anticoagulant
1, fludarabine stage ii childhood anaplastic large cell lymphoma diagnosis donor
1, paclitaxel cancer that has spread brain
1, metformin ovarian undifferentiated adenocarcinoma diagnosis history allergic reactions attributed compounds similar chemical biologic composition metformin
1, maleic acid ovarian transitional cell carcinoma diagnosis prior use parp inhibitors
1, sirolimus adult anaplastic oligodendroglioma diagnosis pregnant women excluded from this breastfeeding should be discontinued if mother is treated temsirolimus perifosine
1, cyclosporins b cell lymphoma refractory diagnosis fertile men women unwilling use contraceptive techniques during twelve months following treatment
0, fosaprepitant stage iia fallopian tube cancer diagnosis patients who able complete assessments
0, liposomal doxorubicin multiple myeloma diagnosis sexually active males should be willing use condom even if they have had prior vasectomy while having intercourse any women during course start therapy until thirty days after stem cell transplant
1, pembrolizumab breast cancer diagnosis systemic fungal bacterial viral other infection
1, paclitaxel stage iiia primary peritoneal cancer diagnosis stage not greater a grade one two no more superficial myometrial invasion without vascular lymphatic invasion no poorly differentiated subtypes including papillary serous clear cell other figo grade three lesions
1, nivolumab stage iii adrenal cortex carcinoma diagnosis ongoing active infection requiring systemic treatment
0, immunoglobulin g stage iia ovarian cancer diagnosis regimens ii
0, cyclosporins primary central nervous system non hodgkin lymphoma diagnosis complete disappearance all known disease exception persistent scan abnormalities unknown significance term unconfirmed is defined scan abnormalities unknown significance that not biopsied otherwise evaluated
0, lapatinib recurrent squamous cell carcinoma paranasal sinus nasal cavity diagnosis at least one unidimensionally measurable lesion greater twenty mm by conventional techniques greater one mm by spiral ct scan
